folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
10961,1,29,5,16,0,Mujeres,Jefe(a) de hogar,7,1976,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,23.0,30.0,1,0,1,Semanal,Semanal,Nunca,Semanal,Nunca,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,45,De 30 a 64 años,0.0,"5,229"
10962,1,30,5,16,7,Hombre,Jefe(a) de hogar,4,1944,Licencia no profesional B,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,0,2,Semanal,Diario,Nunca,Mensual,Nunca,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,40000,No,No,No,No,No,No,No,78,Mas de 65 años,0.0,"8,964"
10962,2,30,5,15,55,Mujeres,Conyuge o Pareja,7,1952,Licencia no profesional B,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,45.0,2,2,2,Semanal,Diario,Nunca,Mensual,Nunca,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,2000,Si,No,Si,No,No,No,No,69,Mas de 65 años,0.0,"8,118"
10971,1,15,6,15,15,Hombre,Jefe(a) de hogar,11,1968,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,40.0,5,0,5,Nunca,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,200000,No,No,No,No,No,No,No,53,De 30 a 64 años,624500.0,"11,325"
10971,2,15,6,15,22,Mujeres,Conyuge o Pareja,3,1967,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Salud,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,40.0,4,0,4,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,Si,No,No,No,Si,No,No,55,De 30 a 64 años,362500.0,"10,312"
10972,1,10,8,16,55,Mujeres,Jefe(a) de hogar,7,1964,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,40.0,4,4,4,Diario,Mensual,Nunca,Mensual,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,3000,No,No,No,No,No,No,No,58,De 30 a 64 años,423000.0,"9,76"
10981,1,26,5,15,55,Hombre,Jefe(a) de hogar,11,1987,No,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,25.0,7,0,7,Diario,Nunca,Nunca,Nunca,Diario,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",750000.0,Entre $703.001 y $821.000,0,Si,No,No,No,Si,Si,No,34,De 30 a 64 años,750000.0,"24,107"
10981,2,26,5,15,40,Mujeres,Conyuge o Pareja,4,1987,No,No,No aplica,5,Universitarios incompletos,No,Si,No,No,Si,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,15.0,6,0,6,Mensual,Nunca,Nunca,Mensual,Diario,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,Si,No,No,No,Si,Si,No,35,De 30 a 64 años,245000.0,"56,342"
10982,1,26,5,10,31,Mujeres,Jefe(a) de hogar,12,1947,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,Si,Sin actividad económica/Cuidado,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,5.0,4,2,4,Semanal,Mensual,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,No responde,20000,Si,No,Si,No,No,Si,No,74,Mas de 65 años,Desconocido,"4,678"
10991,1,27,5,10,58,Hombre,Jefe(a) de hogar,6,1944,Licencia no profesional B,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,6,0,6,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,No responde,50000,No,No,No,No,No,No,No,77,Mas de 65 años,Desconocido,"9,073"
10991,2,27,5,11,8,Mujeres,Conyuge o Pareja,12,1940,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,81,Mas de 65 años,0.0,"5,764"
10992,1,28,5,12,47,Hombre,Jefe(a) de hogar,6,1955,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,COVID/Cuarentena,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,20000,No,No,No,No,No,No,No,66,Mas de 65 años,245000.0,"8,797"
10992,2,28,5,12,55,Mujeres,Conyuge o Pareja,3,1959,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,COVID/Cuarentena,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,20000,Si,No,Si,No,No,No,No,63,De 30 a 64 años,0.0,"11,662"
10992,3,28,5,12,58,Hombre,Hija o Hijo,8,1980,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,COVID/Cuarentena,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,40000,No,No,No,No,No,No,No,41,De 30 a 64 años,423000.0,"10,981"
10992,4,28,5,13,0,Hombre,Hija o Hijo,9,1990,Licencia no profesional B,No,No aplica,2,Profesionales,No,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,COVID/Cuarentena,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Semanal,Diario,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,40000,Si,No,No,No,Si,Si,No,31,De 30 a 64 años,469500.0,"23,375"
10992,5,28,5,13,5,Mujeres,Otro familiar,4,1987,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,2,0,2,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,20000,Si,No,Si,No,No,Si,No,35,De 30 a 64 años,0.0,"54,632"
10992,6,28,5,13,10,Mujeres,Otro familiar,5,1994,No,No,No aplica,1,Profesionales,No,No,No,No,Si,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,COVID/Cuarentena,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,15000,Si,No,No,No,No,Si,No,28,De 19 a 29 años,245000.0,"54,632"
10992,7,28,5,13,15,Hombre,Otro familiar,12,2021,No,No,No aplica,8,"Ninguno, nunca asistio",Desconocido,No,No,No,No,No,No,Si,Lactante/Bebé,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,2,0,2,Nunca,Nunca,Nunca,Semanal,Nunca,Nunca,No,No,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,0,Hasta 4 años,0.0,"14,641"
11001,1,12,9,14,30,Mujeres,Jefe(a) de hogar,11,1968,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,4,4,Diario,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,53,De 30 a 64 años,362500.0,"15,555"
11001,2,12,9,14,40,Hombre,Conyuge o Pareja,11,1952,No,No,No,2,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,4,0,4,Semanal,Mensual,Nunca,Nunca,Diario,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,0,No,No,No,No,No,No,No,69,Mas de 65 años,469500.0,"20,251"
11001,3,12,9,14,50,Hombre,Hija o Hijo,10,1990,No,No,No aplica,3,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,4,4,Diario,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,10000,No,No,No,No,No,No,No,31,De 30 a 64 años,469500.0,"38,968"
11001,4,12,9,14,55,Hombre,Hija o Hijo,8,1998,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,45.0,2,0,2,Semanal,Diario,Anual,Nunca,Anual,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,40000,No,No,No,No,No,No,No,24,De 19 a 29 años,423000.0,"29,76"
11002,1,10,9,14,10,Mujeres,Jefe(a) de hogar,9,1931,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Semanal,Nunca,Anual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,0,No,No,No,No,No,No,No,91,Mas de 65 años,245000.0,"5,345"
11002,2,10,9,14,20,Hombre,Conyuge o Pareja,3,1932,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,0,No,No,No,No,No,No,No,90,Mas de 65 años,272500.0,"7,956"
11011,1,14,8,11,46,Hombre,Jefe(a) de hogar,10,1975,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,80000,No,No,No,No,No,No,No,46,De 30 a 64 años,469500.0,"22,231"
11011,2,14,8,11,55,Mujeres,Conyuge o Pareja,5,1986,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,12.0,50.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,60000,Si,No,No,Si,No,No,No,36,De 30 a 64 años,469500.0,"27,584"
11011,3,14,8,11,59,Mujeres,Hija o Hijo,6,2015,No,No,No aplica,1,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,1000,No,No,No,No,No,No,No,7,De 5 a 13 años,0.0,"18,369"
11011,4,14,8,12,7,Hombre,Hija o Hijo,5,2020,No,No,No aplica,1,Pre-basico,Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Jardin infantil,Desconocido,Puerto Natales,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,1000,No,No,No,No,No,No,No,2,Hasta 4 años,0.0,"15,203"
11012,1,13,8,19,15,Mujeres,Jefe(a) de hogar,7,1973,No,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Diario,Nunca,Mensual,Diario,Nunca,Anual,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,40000,Si,No,No,No,No,Si,No,49,De 30 a 64 años,1088500.0,"8,074"
11021,1,6,9,18,1,Mujeres,Jefe(a) de hogar,9,1984,No,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Diario,Semanal,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $1.726.001 y $2.330.000,30000,Si,No,Si,No,Si,No,No,38,De 30 a 64 años,1437000.0,"27,584"
11021,2,6,9,18,11,Mujeres,Otro familiar,10,1987,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Salud,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Semanal,Diario,Nunca,Mensual,Anual,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,100000,Si,No,No,No,Si,No,No,34,De 30 a 64 años,1088500.0,"27,584"
11021,3,7,9,18,16,Mujeres,Otro familiar,7,2007,No,Si,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Diario,Semanal,Nunca,Diario,Anual,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,25000,Si,No,No,No,Si,No,No,15,De 14 a 18 años,0.0,"18,369"
11021,4,8,9,18,23,Mujeres,Otro familiar,9,2019,No,No,No aplica,3,Pre-basico,Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Jardin infantil,Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Semanal,Semanal,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,35000,No,No,No,No,No,No,No,3,Hasta 4 años,0.0,"10,872"
11022,1,3,9,9,7,Mujeres,Conyuge o Pareja,9,1972,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Servicio domestico puertas afuera'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,30.0,2,0,2,Diario,Semanal,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,30000,Si,No,No,No,Si,No,No,50,De 30 a 64 años,272500.0,"6,111"
11022,2,3,9,9,15,Hombre,Jefe(a) de hogar,7,1970,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,60000,No,No,No,No,No,No,No,52,De 30 a 64 años,423000.0,"8,734"
11031,1,25,5,19,0,Mujeres,Jefe(a) de hogar,1,1985,Licencia no profesional B,No,No,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,30.0,4,0,4,Semanal,Diario,Semanal,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,50000,No,No,No,No,No,No,No,37,De 30 a 64 años,362500.0,"26,988"
11031,2,25,5,14,35,Hombre,Conyuge o Pareja,12,1983,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Torres del paine,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,6,0,6,Semanal,Diario,Nunca,Nunca,Nunca,Diario,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,40000,No,No,No,No,No,No,No,38,De 30 a 64 años,362500.0,"38,126"
11031,3,25,5,14,40,Hombre,Hija o Hijo,12,2010,No,Si,No aplica,6,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,6,1,6,Diario,Diario,Semanal,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,30000,No,No,No,No,No,No,No,11,De 5 a 13 años,0.0,"14,874"
11032,1,25,5,15,6,Hombre,Hija o Hijo,5,1989,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Otro,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,4,0,4,Nunca,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,50000,No,No,No,No,No,No,No,33,De 30 a 64 años,423000.0,"38,126"
11032,2,25,5,15,45,Mujeres,Otro familiar,10,1992,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,4,0,4,Semanal,Semanal,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,40000,Si,No,No,No,No,Si,No,29,De 19 a 29 años,469500.0,"26,988"
11032,3,25,5,17,1,Mujeres,Jefe(a) de hogar,6,1945,No,No,No,5,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En otra direccion,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,No,No,No,No,No,No,No,76,Mas de 65 años,245000.0,"13,31"
11041,1,27,5,15,45,Hombre,Hija o Hijo,8,1975,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,16.0,0.0,2,0,2,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,20000,No,No,No,No,No,No,No,46,De 30 a 64 años,423000.0,"8,734"
11041,2,27,5,15,50,Mujeres,Jefe(a) de hogar,5,1926,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,0,No,No,No,No,No,No,No,96,Mas de 65 años,245000.0,"5,345"
11042,1,25,5,15,48,Hombre,Jefe(a) de hogar,12,1967,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,3,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,10,0,10,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,90000,Si,No,No,No,No,Si,No,54,De 30 a 64 años,469500.0,"21,751"
